Orthogroup,overlaps,acidithiobacillus_ferrooxidans,acidithiobacillus_thiooxidans,burkholderia_pseudomallei,e_coli,l_ferriphilum.gbk,leptospirillum_ferrooxidans,pseudomonas_aeruginosa_pao1,s_maltophilia,shewanella_oneidensis,MEGAHIT-AR1_L2.36,MEGAHIT-AR2_L2.57,MEGAHIT-AR3_L2.6,MEGAHIT-AR4_L2.41,acidihalobacter_aeolianus,acidihalobacter_ferrooxydans,acidihalobacter_prosperus,acidihalobacter_yilgarnensis,acidithiobacillus_ferrooxidans_counts,acidithiobacillus_thiooxidans_counts,burkholderia_pseudomallei_counts,e_coli_counts,l_ferriphilum.gbk_counts,leptospirillum_ferrooxidans_counts,pseudomonas_aeruginosa_pao1_counts,s_maltophilia_counts,shewanella_oneidensis_counts,MEGAHIT-AR1_L2.36_counts,MEGAHIT-AR2_L2.57_counts,MEGAHIT-AR3_L2.6_counts,MEGAHIT-AR4_L2.41_counts,acidihalobacter_aeolianus_counts,acidihalobacter_ferrooxydans_counts,acidihalobacter_prosperus_counts,acidihalobacter_yilgarnensis_counts
OG0000778,1,,,,,,,,,WP_011073286.1,IEKBFFFE_02966,OIDPMNJM_02222,LNLMDAFO_01283,KPCADNOF_02615,AOV16370.1,APZ44521.1,OBS10161.1,AOU99732.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000782,1,WP_009562675.1,,,,,,,,,IEKBFFFE_03058,OIDPMNJM_01001,LNLMDAFO_01476,KPCADNOF_00380,AOV17547.1,APZ43593.1,OBS09959.1,AOU98621.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000784,1,,,,,,,,,WP_011072699.1,IEKBFFFE_03071,OIDPMNJM_01014,LNLMDAFO_01489,KPCADNOF_01105,AOV17534.1,APZ44712.1,OBS09944.1,AOU98607.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000785,1,,,,,,,,,WP_011073042.1,IEKBFFFE_03081,OIDPMNJM_01024,LNLMDAFO_01499,KPCADNOF_03036,AOV17526.1,APZ43917.1,OBS09934.1,AOU98599.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000788,1,,,,,,WP_014449698.1,,,,IEKBFFFE_03111,OIDPMNJM_01054,LNLMDAFO_01529,KPCADNOF_03656,AOV17504.1,APZ43889.1,OBS09907.1,AOU98574.1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
OG0000792,1,,,,,,,,,WP_164925682.1,IEKBFFFE_03272,OIDPMNJM_04585,LNLMDAFO_02318,KPCADNOF_03535,AOV17936.1,APZ42460.1,OBS09096.1,AOU99774.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000793,1,,,,,,WP_014450189.1,,,,IEKBFFFE_03273,OIDPMNJM_04586,LNLMDAFO_02319,KPCADNOF_02093,AOV17937.1,APZ42459.1,OBS09097.1,AOU99022.1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
OG0000794,1,WP_012535992.1,,,,,,,,,IEKBFFFE_03277,OIDPMNJM_04590,LNLMDAFO_02323,,AOV17938.1,APZ42456.1,OBS09100.1,AOU99025.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0000804,1,,,,,,,,,WP_011070609.1,IEKBFFFE_03487,OIDPMNJM_02233,LNLMDAFO_02264,KPCADNOF_00513,AOV17608.1,APZ44094.1,OBS07846.1,AOU98713.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000805,1,,,,,,,,,WP_007644333.1,IEKBFFFE_03488,OIDPMNJM_02232,LNLMDAFO_02265,KPCADNOF_00514,AOV17607.1,APZ44093.1,OBS07845.1,AOU98712.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000810,1,,,,,,,,,WP_011070617.1,IEKBFFFE_03549,OIDPMNJM_05218,LNLMDAFO_02074,KPCADNOF_01937,AOV18592.1,APZ44085.1,OBS10034.1,AOU98704.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000811,1,WP_012536091.1,,,,,,,,,IEKBFFFE_03562,"OIDPMNJM_00244, OIDPMNJM_03247, OIDPMNJM_05231",LNLMDAFO_02087,,AOV17588.1,APZ44073.1,OBS10021.1,AOU98693.1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1
OG0000812,1,,,,,,,,,WP_011070627.1,IEKBFFFE_03565,OIDPMNJM_05234,LNLMDAFO_02090,KPCADNOF_01952,AOV17585.1,APZ44070.1,OBS10018.1,AOU98690.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000813,1,,,,,,,,,WP_007644438.1,IEKBFFFE_03566,OIDPMNJM_05235,LNLMDAFO_02091,KPCADNOF_01953,AOV17584.1,APZ44069.1,OBS10017.1,AOU98689.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000814,1,,,,,,,,,WP_011070628.1,IEKBFFFE_03568,OIDPMNJM_05237,LNLMDAFO_02093,KPCADNOF_01955,AOV17582.1,APZ44067.1,OBS10015.1,AOU98687.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000817,1,,,,,,,,,WP_011070632.1,IEKBFFFE_03573,OIDPMNJM_05242,LNLMDAFO_02098,KPCADNOF_01399,AOV17577.1,APZ44061.1,OBS10009.1,AOU98682.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000818,1,,,,,,,,,WP_007644470.1,IEKBFFFE_03574,OIDPMNJM_05243,LNLMDAFO_02099,KPCADNOF_01398,AOV17576.1,APZ44060.1,OBS10008.1,AOU98681.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000820,1,,,,,LFTS_01300,,,,,IEKBFFFE_03717,OIDPMNJM_05041,LNLMDAFO_00246,KPCADNOF_01605,AOV16187.1,APZ42756.1,OBS09609.1,AOU99490.1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
OG0000821,2,WP_012607524.1,,,,,,,,WP_011071741.1,,OIDPMNJM_00493,,,AOV15812.1,APZ43827.1,OBS10978.1,AOU97863.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
OG0000822,3,,,,WP_000725337.1,,,,,"WP_011070698.1, WP_011072777.1",,OIDPMNJM_02400,LNLMDAFO_02227,KPCADNOF_01444,AOV16025.1,,OBS09202.1,AOU99092.1,0,0,0,1,0,0,0,0,2,0,1,1,1,1,0,1,1
OG0000825,2,,,,"WP_000695564.1, WP_001244827.1",,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0000828,1,,,,,,,,,WP_011071560.1,IEKBFFFE_00149,OIDPMNJM_01082,LNLMDAFO_00768,,AOV17261.1,APZ43313.1,OBS10408.1,AOU97578.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000829,1,WP_012537290.1,,,,,,,,,IEKBFFFE_00207,OIDPMNJM_01203,LNLMDAFO_03034,,AOV17186.1,APZ44528.1,OBS10995.1,AOU97847.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0000830,1,,,,WP_001240401.1,,,,,,IEKBFFFE_00210,OIDPMNJM_01200,LNLMDAFO_03037,KPCADNOF_02375,AOV17183.1,APZ42278.1,OBS10992.1,AOU97850.1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000831,1,WP_012536116.1,,,,,,,,,IEKBFFFE_00215,OIDPMNJM_02034,LNLMDAFO_01587,,AOV17051.1,APZ43419.1,OBS10883.1,AOU98009.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0000837,2,,,WP_004536070.1,WP_000905458.1,,,,,,IEKBFFFE_00322,OIDPMNJM_02153,LNLMDAFO_02919,KPCADNOF_00999,AOV18467.1,APZ43033.1,OBS09788.1,AOU98441.1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000840,2,,,,WP_001087467.1,,,,WP_005413248.1,,IEKBFFFE_00337,OIDPMNJM_02168,LNLMDAFO_02934,KPCADNOF_01002,AOV16646.1,APZ43026.1,OBS09804.1,AOU98455.1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0000841,2,,,WP_004198639.1,,,,,WP_169449112.1,,IEKBFFFE_00340,OIDPMNJM_02171,LNLMDAFO_02937,KPCADNOF_01005,AOV16643.1,APZ43023.1,OBS09808.1,AOU98458.1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0000842,1,,,,WP_000942319.1,,,,,,IEKBFFFE_00342,OIDPMNJM_02173,LNLMDAFO_02939,KPCADNOF_01007,AOV16641.1,APZ43021.1,OBS09810.1,AOU99694.1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000843,1,,,,WP_000187358.1,,,,,,IEKBFFFE_00343,OIDPMNJM_02174,LNLMDAFO_02940,KPCADNOF_01008,AOV18462.1,APZ43020.1,OBS09811.1,AOU98460.1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000844,2,,,WP_004549847.1,WP_001253441.1,,,,,,IEKBFFFE_00344,OIDPMNJM_02175,LNLMDAFO_02941,KPCADNOF_03278,AOV16640.1,APZ43019.1,OBS09812.1,AOU99695.1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000861,1,,,,,LFTS_01632,,,,,"IEKBFFFE_00950, IEKBFFFE_02772","OIDPMNJM_03788, OIDPMNJM_04354",LNLMDAFO_00293,"KPCADNOF_02779, KPCADNOF_03762",AOV17893.1,APZ43966.1,OBS09046.1,AOU98989.1,0,0,0,0,1,0,0,0,0,2,2,1,2,1,1,1,1
OG0000862,2,,,,,,,,,"WP_011071675.1, WP_011072443.1",IEKBFFFE_00990,"OIDPMNJM_00064, OIDPMNJM_01791",LNLMDAFO_01454,"KPCADNOF_00001, KPCADNOF_01622, KPCADNOF_01741",,APZ44400.1,,,0,0,0,0,0,0,0,0,2,1,2,1,3,0,1,0,0
OG0000864,1,,,,,LFTS_01813,,,,,"IEKBFFFE_01058, IEKBFFFE_03598",OIDPMNJM_05267,LNLMDAFO_02123,KPCADNOF_03817,AOV17571.1,APZ42824.1,OBS09996.1,AOU98653.1,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1
OG0000868,1,,,,,,,,,WP_011072285.1,IEKBFFFE_01242,OIDPMNJM_03383,LNLMDAFO_01711,KPCADNOF_00518,AOV16871.1,APZ43065.1,OBS10641.1,AOU98219.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000877,1,,,,,,,,,WP_011074057.1,IEKBFFFE_01459,OIDPMNJM_02388,LNLMDAFO_02215,,AOV15866.1,APZ41920.1,OBS09388.1,AOU99261.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000878,1,,,,,,,,,WP_011072417.1,IEKBFFFE_01464,OIDPMNJM_02393,LNLMDAFO_02220,,AOV16031.1,APZ41916.1,OBS09194.1,AOU99789.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000881,1,,,,,,,,,WP_011072684.1,IEKBFFFE_01642,"OIDPMNJM_03618, OIDPMNJM_03769",LNLMDAFO_00055,,AOV15859.1,APZ44446.1,OBS09396.1,AOU99268.1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,1
OG0000885,1,,,,,,,,,WP_011073585.1,IEKBFFFE_01811,OIDPMNJM_00054,LNLMDAFO_01226,,AOV16973.1,APZ43632.1,OBS10770.1,AOU98089.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000888,1,,,,,,,,,WP_011071212.1,IEKBFFFE_01857,OIDPMNJM_03715,LNLMDAFO_01251,KPCADNOF_03057,AOV18086.1,APZ44271.1,OBS08119.1,,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
OG0000889,1,,,,,,,,WP_005412808.1,,IEKBFFFE_01862,OIDPMNJM_03710,LNLMDAFO_01256,,AOV18082.1,APZ44265.1,OBS08103.1,AOU96854.1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
OG0000892,1,,,,,,,,,WP_011074333.1,IEKBFFFE_02023,OIDPMNJM_03601,LNLMDAFO_02422,,AOV18307.1,APZ44424.1,OBS09560.1,AOU99411.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000896,2,,,,,LFTS_00769,,,WP_012479089.1,,IEKBFFFE_02118,OIDPMNJM_01799,LNLMDAFO_02285,,AOV18213.1,APZ43881.1,"OBS08296.1, OBS09994.1",AOU96713.1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,2,1
OG0000898,1,,,,,,,,,WP_011071151.1,IEKBFFFE_02141,OIDPMNJM_01462,LNLMDAFO_02300,,AOV16930.1,APZ42674.1,OBS10719.1,AOU98136.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000899,1,,,,WP_001196460.1,,,,,,IEKBFFFE_02271,OIDPMNJM_01713,LNLMDAFO_00552,KPCADNOF_03003,AOV16613.1,APZ42984.1,OBS09846.1,AOU98489.1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000900,2,,,,WP_000625837.1,,,,WP_005409571.1,,IEKBFFFE_02275,OIDPMNJM_01717,LNLMDAFO_00556,KPCADNOF_01000,AOV16617.1,APZ42988.1,OBS09842.1,AOU98485.1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0000901,2,,,,WP_000589326.1,,,,WP_044570081.1,,IEKBFFFE_02277,OIDPMNJM_01719,LNLMDAFO_00558,KPCADNOF_00997,AOV16619.1,APZ42990.1,OBS09840.1,AOU98483.1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0000902,3,,,,WP_000146784.1,,,,WP_012480116.1,WP_011073119.1,IEKBFFFE_02284,OIDPMNJM_01726,LNLMDAFO_00565,,AOV16624.1,APZ42997.1,OBS09833.1,AOU98479.1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1
OG0000903,1,,,,WP_000270671.1,,,,,,IEKBFFFE_02285,OIDPMNJM_01727,LNLMDAFO_00566,,AOV18458.1,APZ44608.1,OBS09832.1,AOU98478.1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0000904,1,,,,WP_001274299.1,,,,,,IEKBFFFE_02291,OIDPMNJM_01733,LNLMDAFO_00572,KPCADNOF_03004,AOV16630.1,APZ44610.1,OBS09826.1,AOU98473.1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0000905,3,,,WP_004523066.1,WP_000994427.1,,,,WP_012480110.1,,IEKBFFFE_02292,OIDPMNJM_01734,LNLMDAFO_00573,KPCADNOF_03005,AOV18459.1,APZ43002.1,OBS09825.1,AOU99697.1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0000906,2,,,,WP_000213294.1,,,,WP_005413257.1,,IEKBFFFE_02295,OIDPMNJM_01737,LNLMDAFO_00576,KPCADNOF_03008,,,OBS09822.1,,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0
OG0000910,1,,,,,,,NP_249286.1,,,IEKBFFFE_02430,OIDPMNJM_03819,LNLMDAFO_00491,,AOV16402.1,APZ44732.1,OBS10142.1,AOU98810.1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
OG0000912,2,,,,WP_000081588.1,,,NP_252312.1,,,IEKBFFFE_02525,"OIDPMNJM_00464, OIDPMNJM_01579",LNLMDAFO_00172,,AOV16910.1,APZ43437.1,OBS10701.1,AOU98174.1,0,0,0,1,0,0,1,0,0,1,2,1,0,1,1,1,1
OG0000914,1,,,,,LFTS_02488,,,,,IEKBFFFE_02785,OIDPMNJM_04341,LNLMDAFO_00280,,AOV17910.1,APZ42145.1,OBS09066.1,AOU99002.1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
OG0000915,2,WP_009567098.1,,,,,WP_014449948.1,,,,IEKBFFFE_02790,OIDPMNJM_04336,LNLMDAFO_00275,KPCADNOF_01076,AOV17915.1,APZ42141.1,OBS09071.1,,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0
OG0000920,1,,,,,,,,,WP_011071703.1,IEKBFFFE_02875,OIDPMNJM_03001,LNLMDAFO_00846,,AOV17334.1,APZ42233.1,OBS10330.1,AOU99579.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000923,1,,,,,,,,,WP_011071434.1,IEKBFFFE_02909,OIDPMNJM_03035,LNLMDAFO_00880,,AOV17308.1,APZ44705.1,OBS10361.1,AOU97545.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000926,1,,,,,,,,,WP_011073284.1,IEKBFFFE_02964,OIDPMNJM_02220,LNLMDAFO_01281,,AOV18418.1,APZ44522.1,OBS10159.1,AOU99731.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000928,1,,,,,,,,,WP_011072700.1,IEKBFFFE_03070,OIDPMNJM_01013,LNLMDAFO_01488,,AOV17535.1,APZ43926.1,OBS09945.1,AOU98608.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000930,1,WP_012537154.1,,,,,,,,,IEKBFFFE_03084,OIDPMNJM_01027,LNLMDAFO_01502,"KPCADNOF_00256, KPCADNOF_02784",AOV18581.1,APZ43914.1,OBS09931.1,AOU98596.1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1
OG0000935,1,,,,,,,,,WP_011072140.1,IEKBFFFE_03266,OIDPMNJM_04579,LNLMDAFO_02312,,AOV17934.1,APZ42461.1,OBS09094.1,AOU99021.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000938,1,,,,,,WP_014450497.1,,,,IEKBFFFE_03306,OIDPMNJM_04619,LNLMDAFO_02352,KPCADNOF_02460,AOV17962.1,APZ41903.1,OBS09129.1,,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0
OG0000939,2,,,,WP_001295414.1,,,,,WP_011070478.1,IEKBFFFE_03419,OIDPMNJM_00948,LNLMDAFO_02865,,AOV17215.1,APZ42878.1,OBS10457.1,AOU97618.1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000942,1,,,,,,,,,WP_006083577.1,IEKBFFFE_03571,OIDPMNJM_05240,LNLMDAFO_02096,KPCADNOF_01960,AOV17579.1,APZ44063.1,OBS10011.1,AOU98684.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000943,1,,,,,LFTS_01635,,,,,IEKBFFFE_03596,OIDPMNJM_05265,LNLMDAFO_02121,,AOV17463.1,APZ42910.1,OBS10001.1,AOU98660.1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
OG0000944,1,,,,,,,,,WP_011073720.1,IEKBFFFE_03610,OIDPMNJM_03119,LNLMDAFO_02731,,AOV15784.1,APZ42199.1,OBS09466.1,AOU99324.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000948,1,,,,,,,,,WP_011072705.1,,"OIDPMNJM_02816, OIDPMNJM_03128, OIDPMNJM_04252",,KPCADNOF_00083,,,,,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0
OG0000957,1,,,,,,,,,WP_011071631.1,IEKBFFFE_00005,"OIDPMNJM_03665, OIDPMNJM_04687",LNLMDAFO_02723,"KPCADNOF_00325, KPCADNOF_02529",,APZ42779.1,,,0,0,0,0,0,0,0,0,1,1,2,1,2,0,1,0,0
OG0000958,1,,,,,,,,,WP_011071054.1,IEKBFFFE_00011,OIDPMNJM_02309,LNLMDAFO_01897,,"AOV16253.1, AOV18628.1",,"OBS08455.1, OBS10242.1","AOU97108.1, AOU99753.1",0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,2,2
OG0000962,3,,,,,"LFTS_01245, LFTS_01249",,NP_251754.1,,,IEKBFFFE_00126,OIDPMNJM_03412,LNLMDAFO_02802,,,"APZ43391.1, APZ43673.1",OBS08499.1,AOU97144.1,0,0,0,0,2,0,1,0,0,1,1,1,0,0,2,1,1
OG0000965,1,,,,,,,,WP_012480100.1,,IEKBFFFE_00339,OIDPMNJM_02170,LNLMDAFO_02936,KPCADNOF_01004,AOV16644.1,APZ43024.1,OBS09806.1,AOU98457.1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
OG0000966,2,,,,WP_001302429.1,,,,WP_012480106.1,,IEKBFFFE_00345,OIDPMNJM_02176,LNLMDAFO_02942,,AOV18461.1,APZ43018.1,OBS09813.1,AOU99696.1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1
OG0000968,3,,,,,LFTS_00550,,NP_250924.1,,WP_164925895.1,IEKBFFFE_00370,OIDPMNJM_04062,LNLMDAFO_01353,KPCADNOF_03153,,APZ43496.1,,AOU98535.1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1
OG0000969,2,,,,,,,,WP_012478970.1,WP_011070782.1,IEKBFFFE_00422,OIDPMNJM_00019,LNLMDAFO_00387,KPCADNOF_01365,AOV18609.1,APZ43803.1,OBS08625.1,AOU97251.1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
OG0000970,1,,,,,,,,,WP_011072115.1,IEKBFFFE_00459,OIDPMNJM_01147,LNLMDAFO_03244,,AOV18412.1,APZ44534.1,OBS10195.1,AOU98898.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0000971,1,,,,,,,,,WP_011070923.1,IEKBFFFE_00461,OIDPMNJM_01145,LNLMDAFO_03242,KPCADNOF_03530,,APZ42905.1,OBS10667.1,AOU98195.1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
OG0000976,1,,,,,LFTS_00570,,,,,IEKBFFFE_00849,OIDPMNJM_01428,LNLMDAFO_00528,"KPCADNOF_02165, KPCADNOF_03215",AOV17384.1,APZ43531.1,OBS08889.1,AOU97472.1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1
OG0000992,1,,,,,,,,,WP_011070586.1,IEKBFFFE_01248,OIDPMNJM_04822,LNLMDAFO_01736,KPCADNOF_01457,AOV18120.1,APZ44294.1,OBS08161.1,AOU96815.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0000996,2,,,,,,,,,"WP_011072337.1, WP_011072384.1","IEKBFFFE_01300, IEKBFFFE_03139",OIDPMNJM_04775,LNLMDAFO_02530,,,"APZ42314.1, APZ42821.1",,,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,0,0
OG0000998,2,,,WP_004189296.1,,LFTS_01815,,,,,"IEKBFFFE_01381, IEKBFFFE_01382","OIDPMNJM_01241, OIDPMNJM_01242","LNLMDAFO_02011, LNLMDAFO_02012",,AOV17566.1,APZ42832.1,OBS09986.1,AOU98645.1,0,0,1,0,1,0,0,0,0,2,2,2,0,1,1,1,1
OG0000999,1,,,,,,WP_081495333.1,,,,IEKBFFFE_01394,OIDPMNJM_01254,LNLMDAFO_01999,KPCADNOF_02924,AOV17556.1,APZ42308.1,OBS09970.1,AOU98629.1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
OG0001000,1,,,,,,,,,WP_011073520.1,IEKBFFFE_01407,OIDPMNJM_00275,LNLMDAFO_00673,,AOV15715.1,,OBS09698.1,"AOU97443.1, AOU97822.1",0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2
OG0001001,1,,,,,,,,,WP_011072995.1,IEKBFFFE_01430,OIDPMNJM_02453,LNLMDAFO_02186,,AOV18259.1,APZ42193.1,OBS09525.1,AOU99845.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001002,1,,,,,,,,WP_012478732.1,,IEKBFFFE_01457,OIDPMNJM_02386,LNLMDAFO_02213,,AOV18339.1,APZ41923.1,OBS09390.1,AOU99818.1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
OG0001003,1,,,,,,,,,WP_011072685.1,IEKBFFFE_01518,"OIDPMNJM_03244, OIDPMNJM_03431",LNLMDAFO_02821,KPCADNOF_02545,AOV17851.1,APZ42793.1,OBS10281.1,AOU98951.1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1
OG0001005,1,,,,,,,,,WP_011072421.1,IEKBFFFE_01564,OIDPMNJM_00530,LNLMDAFO_00034,,AOV16192.1,APZ41817.1,OBS09603.1,AOU97063.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001021,1,WP_009560821.1,,,,,,,,,IEKBFFFE_02485,OIDPMNJM_03874,LNLMDAFO_00436,KPCADNOF_01410,AOV17686.1,APZ43975.1,OBS08645.1,AOU97272.1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
OG0001025,1,,,,,LFTS_01250,,,,,"IEKBFFFE_02560, IEKBFFFE_03691",OIDPMNJM_01618,LNLMDAFO_00207,KPCADNOF_00813,AOV16070.1,,OBS08349.1,,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,1,0
OG0001026,1,,,,,,,,,WP_006079870.1,IEKBFFFE_02741,OIDPMNJM_04383,LNLMDAFO_02044,,AOV16132.1,APZ42071.1,OBS09675.1,AOU97005.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001027,1,,,,,,,,,WP_006079871.1,IEKBFFFE_02742,OIDPMNJM_04384,LNLMDAFO_02045,,AOV16131.1,APZ42070.1,OBS09676.1,AOU97004.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001030,1,,,,,,,,,WP_011072820.1,"IEKBFFFE_02921, IEKBFFFE_03252",OIDPMNJM_02770,LNLMDAFO_02768,,AOV18494.1,APZ41765.1,,AOU98073.1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,1
OG0001031,1,WP_012537233.1,,,,,,,,,IEKBFFFE_02958,OIDPMNJM_02214,LNLMDAFO_01275,,AOV16698.1,APZ42082.1,OBS09740.1,AOU98397.1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
OG0001040,1,,,,,,,,,WP_011072273.1,IEKBFFFE_03353,OIDPMNJM_00452,LNLMDAFO_01551,KPCADNOF_00517,AOV16864.1,APZ44614.1,OBS10631.1,AOU98228.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001041,1,,,,,,,,,WP_011070631.1,IEKBFFFE_03572,OIDPMNJM_05241,LNLMDAFO_02097,,AOV17578.1,APZ44062.1,OBS10010.1,AOU98683.1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
OG0001043,1,,,,,LFTS_00492,,,,,,,,KPCADNOF_01420,"AOV15725.1, AOV17681.1",,,AOU97867.1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
OG0001055,1,,,,,,,,,WP_011074080.1,IEKBFFFE_00189,OIDPMNJM_00850,LNLMDAFO_01915,,AOV17783.1,,OBS10607.1,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
OG0001056,1,,,,,,,,,WP_011072150.1,IEKBFFFE_00208,OIDPMNJM_01202,LNLMDAFO_03035,KPCADNOF_02374,AOV17185.1,APZ42277.1,OBS10994.1,AOU97848.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
OG0001057,1,,,,,,,,,WP_011072307.1,IEKBFFFE_00216,OIDPMNJM_02033,LNLMDAFO_01588,KPCADNOF_02650,AOV17052.1,APZ43420.1,OBS10884.1,AOU99633.1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
