Orthogroup	MEGAHIT-AR1_L2.36	MEGAHIT-AR2_L2.57	MEGAHIT-AR3_L2.6	MEGAHIT-AR4_L2.41	acidihalobacter_aeolianus	acidihalobacter_ferrooxydans	acidihalobacter_prosperus	acidihalobacter_yilgarnensis	acidithiobacillus_ferrooxidans	acidithiobacillus_thiooxidans	burkholderia_pseudomallei	e_coli	l_ferriphilum.gbk	leptospirillum_ferriphilum	leptospirillum_ferrooxidans	pseudomonas_aeruginosa_pao1	s_maltophilia	shewanella_oneidensis	stenotrophomonas_maltophilia
OG0000343	IEKBFFFE_01855	OIDPMNJM_03717	LNLMDAFO_01249	KPCADNOF_00133	AOV18088.1	APZ44273.1	OBS08121.1	AOU96848.1, AOU98077.1	WP_012536797.1, WP_012537678.1	WP_010642490.1	WP_004522066.1, WP_004527325.1	WP_000087280.1, WP_000098614.1	LFTS_01706	WP_036083665.1	WP_014449037.1	NP_249239.1	WP_005410847.1	WP_011071210.1	WP_005410847.1
OG0000344	IEKBFFFE_02017	OIDPMNJM_03607	LNLMDAFO_02416	KPCADNOF_02155	AOV18301.1	APZ44418.1	OBS09554.1	AOU99405.1	WP_012537653.1	WP_010640815.1	WP_004529248.1, WP_004534366.1, WP_004545151.1	WP_000334099.1	LFTS_00569, LFTS_02106	WP_014961770.1, WP_036081614.1	WP_014450381.1	NP_254236.1	WP_012481313.1	WP_011074325.1	WP_012481313.1
OG0000345	IEKBFFFE_02026	OIDPMNJM_03598, OIDPMNJM_03951	LNLMDAFO_02425	KPCADNOF_02148, KPCADNOF_03071	AOV18310.1	APZ44427.1	OBS09563.1	AOU99414.1	WP_012537658.1	WP_010640838.1, WP_010640849.1	WP_004187346.1, WP_004538602.1	WP_000135625.1	LFTS_00062	WP_036079734.1	WP_014448287.1	NP_254247.1	WP_005411134.1	WP_011074335.1	WP_005411134.1
OG0000346	IEKBFFFE_02229	OIDPMNJM_01260, OIDPMNJM_01950	LNLMDAFO_01057	KPCADNOF_01674, KPCADNOF_03209	AOV16160.1	APZ44042.1	OBS09643.1	AOU97029.1	WP_012536013.1	WP_010641210.1	WP_004522044.1, WP_004551238.1	WP_000354622.1	LFTS_01592	WP_036083329.1	WP_014449151.1	NP_249184.1, NP_253534.1	WP_005411252.1	WP_011070854.1	WP_005411252.1
OG0000347	IEKBFFFE_02296, IEKBFFFE_03361	OIDPMNJM_00193, OIDPMNJM_01738	LNLMDAFO_00577		AOV16265.1, AOV18841.1	APZ42571.1	OBS07862.1, OBS08921.1, OBS10289.1	AOU96681.1, AOU97714.1, AOU97808.1		WP_010637458.1			LFTS_01157, LFTS_01423, LFTS_01424	WP_052157916.1, WP_143468958.1, WP_161781751.1			WP_012480192.1		WP_012480192.1
OG0000348	IEKBFFFE_02540	OIDPMNJM_01598	LNLMDAFO_00187	KPCADNOF_02248, KPCADNOF_02891	AOV16202.1, AOV16576.1	APZ42500.1, APZ42936.1, APZ43774.1	OBS08838.1, OBS09601.1	AOU97411.1	WP_225487193.1	WP_010637333.1	WP_004189258.1		LFTS_00264	WP_023524335.1	WP_014448592.1	NP_248984.1, NP_250764.1	WP_005409280.1		WP_005409280.1
OG0000349	IEKBFFFE_02561, IEKBFFFE_03414	OIDPMNJM_00943, OIDPMNJM_01619	LNLMDAFO_00208, LNLMDAFO_02870	KPCADNOF_02879	AOV17219.1	APZ42875.1	OBS10453.1	AOU97615.1	WP_012536759.1	WP_010640321.1	WP_004191887.1, WP_004529114.1	WP_000165552.1	LFTS_01440	WP_099590555.1	WP_014449367.1	NP_253129.1	WP_012478877.1	WP_011070666.1	WP_012478877.1
OG0000350	IEKBFFFE_02703	OIDPMNJM_00748	LNLMDAFO_02953	KPCADNOF_01170, KPCADNOF_02293, KPCADNOF_02863	AOV16326.1, AOV18379.1	APZ43265.1	OBS07943.1, OBS10219.1		WP_012536347.1, WP_012536374.1	WP_010641886.1	WP_004522221.1	WP_000388150.1, WP_000583615.1, WP_000667026.1				NP_250214.1, NP_250623.1, NP_253311.1	WP_012480262.1		WP_012480262.1
OG0000351	IEKBFFFE_02789	OIDPMNJM_04337	LNLMDAFO_00276	KPCADNOF_00580	AOV17914.1	APZ42142.1	OBS09070.1	AOU99006.1	WP_009567097.1	WP_010641222.1	WP_004194254.1	WP_000130056.1, WP_000413677.1	LFTS_00604	WP_036081668.1	WP_014449947.1	NP_252890.1, NP_253100.1	WP_012479158.1, WP_044571124.1	WP_011072241.1	WP_012479158.1, WP_044571124.1
OG0000352	IEKBFFFE_02862	OIDPMNJM_01173, OIDPMNJM_02988	LNLMDAFO_00833	KPCADNOF_00196, KPCADNOF_01490, KPCADNOF_02177	AOV17343.1	APZ44162.1	OBS10317.1	AOU97513.1	WP_012536127.1	WP_029316333.1	WP_004538424.1	WP_000644685.1	LFTS_01484	WP_036083786.1	WP_014449286.1	NP_250503.1	WP_044569572.1	WP_011072517.1, WP_011073738.1	WP_044569572.1
OG0000353	IEKBFFFE_02987	OIDPMNJM_00771	LNLMDAFO_02591			APZ44257.1		AOU98124.1	WP_012607360.1, WP_225981804.1	WP_010638575.1	WP_004522967.1, WP_004553613.1	WP_000340194.1, WP_000402210.1	LFTS_00392, LFTS_02006	WP_036080228.1, WP_161781722.1		NP_252350.1, NP_252576.1, NP_253708.3	WP_005407909.1	WP_011071574.1, WP_011073529.1	WP_005407909.1
OG0000354	IEKBFFFE_03122, IEKBFFFE_03623	OIDPMNJM_04875	LNLMDAFO_03347	KPCADNOF_00582, KPCADNOF_01628, KPCADNOF_02820	AOV16574.1	APZ44164.1	OBS08836.1	AOU97409.1	WP_229129718.1	WP_010637031.1	WP_004522587.1, WP_004529365.1, WP_004529988.1	WP_001278727.1			WP_014450605.1	NP_248916.1, NP_249226.1, NP_253674.1, NP_253988.1		WP_011071486.1	
OG0000355	IEKBFFFE_03290	OIDPMNJM_03690, OIDPMNJM_04603	LNLMDAFO_02336	KPCADNOF_01032	AOV17950.1	APZ43936.1	OBS09113.1	AOU99034.1	WP_009561155.1	WP_010640629.1	WP_004195219.1	WP_000178456.1, WP_001176599.1	LFTS_00880	WP_036082232.1	WP_014449659.1	NP_253153.1	WP_004147311.1	WP_011073262.1, WP_011073280.1, WP_011073700.1	WP_004147311.1
OG0000356	IEKBFFFE_03345, IEKBFFFE_03631	OIDPMNJM_00444, OIDPMNJM_04883	LNLMDAFO_01543, LNLMDAFO_03355	KPCADNOF_02780	AOV15740.1	APZ42623.1, APZ43205.1, APZ44167.1	OBS08982.1, OBS09505.1	AOU98859.1, AOU99189.1, AOU99838.1	WP_012537317.1		WP_004527376.1	WP_001226164.1				NP_249614.1	WP_012479032.1	WP_011071357.1	WP_012479032.1
OG0000357	IEKBFFFE_03530	OIDPMNJM_00507, OIDPMNJM_04647	LNLMDAFO_02380	KPCADNOF_02471, KPCADNOF_02816	AOV16691.1	APZ41992.1, APZ42075.1	OBS09752.1	AOU99682.1	WP_012536327.1	WP_010642228.1	WP_004522422.1	WP_000168475.1, WP_001295534.1	LFTS_02541		WP_014450635.1	NP_253384.1	WP_012481199.1	WP_011072289.1, WP_164925791.1	WP_012481199.1
OG0000358	IEKBFFFE_03594	OIDPMNJM_02817, OIDPMNJM_05263	LNLMDAFO_02119	KPCADNOF_01514	AOV17462.1	APZ42908.1	OBS10003.1	AOU98662.1	WP_009566949.1, WP_041645777.1	WP_010641583.1	WP_004202440.1	WP_000676056.1, WP_000783975.1	LFTS_00489	WP_036081410.1	WP_014449009.1	NP_253850.1	WP_012479084.1	WP_011073074.1, WP_238560489.1	WP_012479084.1
OG0000359	IEKBFFFE_03665	OIDPMNJM_05188	LNLMDAFO_01994	KPCADNOF_01752, KPCADNOF_02771	AOV16142.1	APZ44250.1	OBS09665.1	AOU97012.1	WP_009567484.1	WP_010637270.1	WP_004532083.1, WP_080340272.1	WP_001350494.1	LFTS_01198	WP_180271608.1	WP_158310230.1	NP_250196.1, NP_252559.1	WP_012480479.1	WP_011074310.1, WP_164925796.1	WP_012480479.1
OG0000360					AOV15887.1, AOV15888.1, AOV16056.1, AOV16229.1, AOV17660.1		OBS08423.1, OBS08672.1, OBS09176.1, OBS09363.1	AOU97079.1, AOU99140.1, AOU99242.1, AOU99243.1	WP_009566496.1, WP_012537103.1, WP_012537105.1, WP_012607571.1, WP_012607572.1, WP_012607573.1	WP_010637698.1, WP_010639139.1, WP_010642172.1, WP_010642342.1									
OG0000361					AOV16005.1, AOV16753.1	APZ42359.1, APZ42433.1, APZ42893.1	OBS09092.1, OBS09224.1, OBS10772.1, OBS11011.1	AOU98087.1, AOU99019.1, AOU99108.1, AOU99669.1	WP_009566407.1, WP_012537361.1		WP_004204996.1		LFTS_01943	WP_036082959.1	WP_014448904.1	NP_253121.1	WP_004151998.1	WP_011070938.1	WP_004151998.1
OG0000362											WP_004190629.1, WP_004529117.1, WP_004529605.1, WP_004550651.1, WP_004550696.1, WP_004553052.1, WP_004553250.1					NP_248997.1, NP_249522.1, NP_249873.1, NP_250786.1, NP_250917.1, NP_251246.1, NP_251278.1, NP_251394.1, NP_251717.1, NP_251784.1, NP_251905.1, NP_253475.1, NP_253719.1, NP_254011.1		WP_011072481.1, WP_011072836.1	
OG0000363	IEKBFFFE_00037	OIDPMNJM_02883	LNLMDAFO_00703	KPCADNOF_02799	AOV16495.1	APZ42768.1	OBS08732.1	AOU99532.1	WP_012537409.1	WP_010637684.1	WP_004191260.1, WP_004527979.1	WP_000197881.1, WP_001147328.1	LFTS_02386	WP_036080810.1	WP_158310273.1	NP_253617.1, NP_253989.1	WP_012479026.1	WP_011073662.1	WP_012479026.1
OG0000364	IEKBFFFE_00071	OIDPMNJM_02468	LNLMDAFO_02666		AOV16394.1	APZ43667.1	OBS09266.1, OBS10150.1	AOU98816.1	WP_009561100.1	WP_010637003.1	WP_004195314.1, WP_004537078.1		LFTS_01286, LFTS_01378	WP_052157905.1, WP_081938145.1	WP_014449536.1, WP_014449974.1	NP_249489.1	WP_012480616.1	WP_011072078.1	WP_012480616.1
OG0000365	IEKBFFFE_00144	OIDPMNJM_01087	LNLMDAFO_00763	KPCADNOF_00014	AOV17265.1	APZ43317.1	OBS10403.1	AOU97574.1	WP_009567235.1	WP_010640226.1	WP_004193513.1	WP_000002541.1	LFTS_01880	WP_081938173.1	WP_041774770.1	NP_249459.1	WP_005410602.1, WP_012478787.1	WP_011071556.1, WP_011072829.1	WP_005410602.1, WP_012478787.1
OG0000366	IEKBFFFE_00190, IEKBFFFE_01548, IEKBFFFE_01555	OIDPMNJM_00849, OIDPMNJM_04705, OIDPMNJM_04712	LNLMDAFO_01390, LNLMDAFO_01397, LNLMDAFO_01916	KPCADNOF_02489	AOV17708.1, AOV17782.1	APZ42264.1	OBS08617.1, OBS10608.1	AOU97245.1	WP_009567572.1	WP_010642261.1	WP_004530309.1	WP_001147439.1				NP_249178.1		WP_011073620.1	
OG0000367	IEKBFFFE_00518	OIDPMNJM_00321	LNLMDAFO_01115		AOV15916.1	APZ43463.1, APZ44389.1	OBS09328.1	AOU99206.1	WP_012535764.1, WP_012607602.1	WP_010638148.1, WP_010641017.1	WP_004199909.1, WP_004532930.1	WP_000616554.1, WP_000885033.1	LFTS_00038	WP_052157681.1	WP_014450601.1	NP_253544.1, NP_253892.1		WP_011072194.1	
OG0000368	IEKBFFFE_00599			KPCADNOF_00306					WP_012537027.1	WP_010637571.1	WP_004553459.1	WP_000830741.1, WP_001327042.1	LFTS_02185	WP_036082086.1	WP_014450120.1	NP_249738.1, NP_250488.1, NP_251005.1	WP_012480747.1, WP_012480939.1, WP_044569458.1, WP_044571114.1	WP_011071194.1	WP_012480747.1, WP_012480939.1, WP_044569458.1, WP_044571114.1
OG0000369	IEKBFFFE_00663	OIDPMNJM_00595, OIDPMNJM_00754	LNLMDAFO_00318	KPCADNOF_01623	AOV17279.1	APZ42866.1	OBS10387.1		WP_009566480.1	WP_010640458.1	WP_004185206.1, WP_004190733.1	WP_000807125.1	LFTS_02262	WP_023524691.1	WP_014450180.1	NP_249347.1, NP_249997.1, NP_251985.1	WP_005408300.1	WP_011072667.1	WP_005408300.1
OG0000370	IEKBFFFE_00824, IEKBFFFE_00825, IEKBFFFE_01980	OIDPMNJM_00876, OIDPMNJM_02421	LNLMDAFO_01187, LNLMDAFO_02248, LNLMDAFO_02249	KPCADNOF_01483	AOV18659.1	APZ44336.1	OBS08165.1	AOU96812.1			WP_004186918.1, WP_004530058.1, WP_004533171.1, WP_004535035.1					NP_248720.1, NP_251926.1, NP_254065.1, NP_254075.1		WP_011072054.1	
OG0000371	IEKBFFFE_01001	OIDPMNJM_02598, OIDPMNJM_04572	LNLMDAFO_02479	KPCADNOF_02476	AOV18176.1	APZ43621.1	OBS08252.1	AOU96741.1	WP_009566921.1, WP_012537610.1	WP_010640672.1	WP_004199902.1	WP_000503931.1, WP_001295260.1	LFTS_01856	WP_023525119.1	WP_232502565.1	NP_253755.1	WP_005414932.1	WP_011073885.1	WP_005414932.1
OG0000372	IEKBFFFE_01208, IEKBFFFE_03330	OIDPMNJM_02199, OIDPMNJM_03349	LNLMDAFO_01677, LNLMDAFO_01816	KPCADNOF_00011, KPCADNOF_03088	AOV15898.1, AOV15923.1, AOV15924.1	APZ43291.1, APZ43292.1	OBS09320.1, OBS09321.1, OBS09344.1, OBS09435.1, OBS10100.1	AOU99200.1, AOU99201.1, AOU99225.1, AOU99828.1											
OG0000373	IEKBFFFE_01463	OIDPMNJM_02392	LNLMDAFO_02219	KPCADNOF_00783	AOV16032.1	APZ41917.1	OBS09193.1	AOU99085.1	WP_230959330.1	WP_010638690.1	WP_004199938.1	WP_001166226.1	LFTS_00646, LFTS_00726	WP_023525718.1, WP_036081727.1	WP_014449833.1, WP_041774976.1	NP_249071.1	WP_005410812.1	WP_011072418.1	WP_005410812.1
OG0000374	IEKBFFFE_01516	OIDPMNJM_03242, OIDPMNJM_03429	LNLMDAFO_02819	KPCADNOF_02547, KPCADNOF_03693	AOV17853.1	APZ43377.1	OBS10283.1	AOU98953.1	WP_012535770.1	WP_010639248.1, WP_010641049.1	WP_004533572.1	WP_001295307.1	LFTS_00898	WP_036082251.1	WP_014449443.1	NP_249663.1	WP_005418511.1	WP_011072687.1	WP_005418511.1
OG0000375	IEKBFFFE_01517	OIDPMNJM_03243, OIDPMNJM_03430	LNLMDAFO_02820	KPCADNOF_02546, KPCADNOF_03381	AOV17852.1	APZ43376.1	OBS10282.1	AOU98952.1	WP_009567122.1	WP_010639117.1, WP_010641056.1	WP_004186227.1	WP_001295306.1	LFTS_00126	WP_036079851.1	WP_014448418.1	NP_249664.1	WP_005410748.1	WP_011072686.1	WP_005410748.1
OG0000376	IEKBFFFE_01547	OIDPMNJM_04713	LNLMDAFO_01398	KPCADNOF_00948	AOV17707.1	APZ42265.1	OBS08618.1	AOU97246.1	WP_009562810.1	WP_010641525.1	WP_004190177.1, WP_004193943.1	WP_000012931.1, WP_001281825.1	LFTS_02357	WP_036080747.1	WP_014450271.1	NP_252227.1, NP_253859.1	WP_005410369.1	WP_011070649.1	WP_005410369.1
OG0000377	IEKBFFFE_01665	OIDPMNJM_02582	LNLMDAFO_01849	KPCADNOF_01825, KPCADNOF_02661	AOV18320.1	APZ41934.1	OBS08384.1	AOU96653.1	WP_012536078.1	WP_010639714.1	WP_004189815.1	WP_000187530.1	LFTS_02298	WP_023524656.1	WP_014450220.1	NP_253752.1	WP_012478774.1, WP_012479735.1	WP_011073884.1	WP_012478774.1, WP_012479735.1
OG0000378	IEKBFFFE_01946	OIDPMNJM_00910	LNLMDAFO_01153		AOV18537.1	APZ44692.1	OBS10485.1		WP_009562486.1	WP_010639196.1	WP_004531442.1, WP_004538238.1	WP_000634798.1, WP_000961458.1	LFTS_02248	WP_023524702.1	WP_014450166.1	NP_250654.1, NP_253939.1	WP_005414284.1	WP_011071174.1, WP_011071838.1, WP_011072485.1	WP_005414284.1
OG0000379	IEKBFFFE_02037	OIDPMNJM_03587	LNLMDAFO_02436	KPCADNOF_02358	AOV15657.1	APZ41683.1, APZ42508.1	OBS08961.1, OBS09574.1	AOU96620.1, AOU98274.1	WP_009560802.1	WP_010640938.1	WP_004535902.1	WP_000673464.1	LFTS_00002	WP_036083942.1	WP_014448228.1	NP_064722.1	WP_005411731.1	WP_011070425.1	WP_005411731.1
OG0000380	IEKBFFFE_02441	OIDPMNJM_03830	LNLMDAFO_00480	KPCADNOF_01870, KPCADNOF_03800	AOV18103.1	APZ44483.1	OBS08140.1	AOU96833.1, AOU97264.1, AOU97265.1	WP_012536538.1, WP_012537571.1	WP_010640680.1	WP_004522247.1		LFTS_01919	WP_036082958.1	WP_014448925.1	NP_249092.1, NP_254228.1	WP_012480835.1		WP_012480835.1
OG0000381	IEKBFFFE_02504, IEKBFFFE_03175	OIDPMNJM_00485, OIDPMNJM_04126	LNLMDAFO_00151, LNLMDAFO_03076		AOV15737.1, AOV16807.1	APZ44690.1	OBS09508.1	AOU99840.1	WP_012536778.1	WP_010639160.1	WP_004193522.1	WP_000069375.1	LFTS_02143	WP_036082023.1	WP_014450078.1	NP_250461.1	WP_044570462.1	WP_011072590.1	WP_044570462.1
OG0000382	IEKBFFFE_02565	OIDPMNJM_01623	LNLMDAFO_00212	KPCADNOF_01464			OBS10823.1	AOU98068.1			WP_004184504.1, WP_004522783.1, WP_004532671.1, WP_004538671.1, WP_004553166.1	WP_000429155.1				NP_250050.1, NP_250575.1, NP_251002.1	WP_012478633.1, WP_012479489.1	WP_011072894.1, WP_011073625.1, WP_011074342.1	WP_012478633.1, WP_012479489.1
OG0000383	IEKBFFFE_02635	OIDPMNJM_03233, OIDPMNJM_03417	LNLMDAFO_02807	KPCADNOF_02651	AOV17865.1	APZ43387.1	OBS09017.1	AOU98963.1	WP_009567690.1	WP_010641034.1	WP_004185607.1	WP_000532923.1, WP_000907248.1	LFTS_01532	WP_036083239.1	WP_014449222.1	NP_249655.1	WP_005410758.1	WP_011072407.1, WP_011073261.1	WP_005410758.1
OG0000384	IEKBFFFE_02652, IEKBFFFE_02945	OIDPMNJM_00134	LNLMDAFO_00346		AOV16221.1, AOV17159.1	APZ43613.1, APZ43687.1	OBS08415.1, OBS10523.1	AOU97672.1	WP_009560977.1	WP_010638607.1	WP_004190499.1, WP_004553006.1	WP_001336442.1	LFTS_00078	WP_052157687.1	WP_014449411.1	NP_251372.1	WP_012480901.1		WP_012480901.1
OG0000385	IEKBFFFE_02759	OIDPMNJM_01905	LNLMDAFO_00306	KPCADNOF_00008, KPCADNOF_00827, KPCADNOF_00884, KPCADNOF_00953, KPCADNOF_01394	AOV17880.1	APZ42898.1	OBS09032.1	AOU99761.1	WP_009567865.1	WP_010640802.1	WP_004185643.1, WP_004198059.1	WP_000189159.1	LFTS_01987	WP_099590585.1	WP_232502556.1	NP_249965.1, NP_253877.1			
OG0000386	IEKBFFFE_02777	OIDPMNJM_01187, OIDPMNJM_04349	LNLMDAFO_00288	KPCADNOF_00831	AOV17898.1	APZ43717.1, APZ44554.1	OBS09051.1	AOU98994.1	WP_012536008.1	WP_010640529.1	WP_004548119.1	WP_000178154.1, WP_001333829.1	LFTS_00794	WP_036083477.1	WP_014449793.1	NP_253218.1	WP_012481100.1	WP_011070774.1	WP_012481100.1
OG0000387	IEKBFFFE_02809	OIDPMNJM_02299	LNLMDAFO_01733	KPCADNOF_02867	AOV17975.1	APZ44196.1	OBS09153.1	AOU99057.1	WP_009560846.1	WP_029316141.1	WP_004189960.1	WP_001295196.1	LFTS_00477	WP_036081777.1	WP_014448700.1	NP_253705.1	WP_012479042.1, WP_044571194.1	WP_011072328.1, WP_011072538.1	WP_012479042.1, WP_044571194.1
OG0000388	IEKBFFFE_02866	OIDPMNJM_02992	LNLMDAFO_00837	KPCADNOF_00251	AOV17341.1	APZ42225.1	OBS10320.1	AOU97516.1	WP_012536120.1	WP_010641520.1	WP_004531112.1	WP_001340895.1	LFTS_02495	WP_036083868.1	WP_014450536.1	NP_250507.1	WP_005411640.1, WP_012479272.1	WP_011072260.1, WP_011072512.1	WP_005411640.1, WP_012479272.1
OG0000389	IEKBFFFE_03000	OIDPMNJM_00758	LNLMDAFO_02578	KPCADNOF_02067	AOV16440.1	APZ42001.1	OBS09304.1, OBS10095.1	AOU98772.1, AOU99175.1	WP_012537436.1	WP_010640437.1	WP_004184680.1		LFTS_00754	WP_081938193.1	WP_014448314.1	NP_250969.1	WP_012478747.1, WP_012480202.1	WP_011070873.1	WP_012478747.1, WP_012480202.1
OG0000390	IEKBFFFE_03075	OIDPMNJM_01018	LNLMDAFO_01493		AOV17531.1, AOV18617.1	APZ41822.1, APZ43922.1	OBS08563.1, OBS09940.1	AOU97196.1, AOU98412.1, AOU98604.1	WP_009560955.1, WP_012536148.1	WP_010642392.1, WP_010642426.1	WP_004193704.1	WP_001151437.1			WP_014450026.1	NP_249640.1	WP_005408181.1		WP_005408181.1
OG0000391	IEKBFFFE_03160	OIDPMNJM_03888, OIDPMNJM_04111	LNLMDAFO_03061		AOV17164.1	APZ43692.1	OBS10516.1	AOU97666.1	WP_009561830.1, WP_012537438.1, WP_041645828.1	WP_010638955.1	WP_004553629.1	WP_000149156.1, WP_000996107.1	LFTS_01385	WP_036082807.1	WP_232502519.1	NP_253918.1	WP_012479664.1	WP_011071850.1	WP_012479664.1
OG0000392	IEKBFFFE_03165	OIDPMNJM_04116	LNLMDAFO_03066	KPCADNOF_00870, KPCADNOF_01711	AOV17161.1	APZ43689.1	OBS10521.1		WP_012537054.1	WP_010638606.1	WP_004525764.1, WP_004527988.1, WP_004528855.1		LFTS_01852	WP_218961616.1	WP_041774335.1	NP_251406.1, NP_252412.1	WP_005411935.1, WP_012480648.1		WP_005411935.1, WP_012480648.1
OG0000393	IEKBFFFE_03199	OIDPMNJM_04150	LNLMDAFO_03100	KPCADNOF_02343	AOV17074.1	APZ42334.1	OBS10909.1	AOU97989.1, AOU98511.1			WP_004527651.1, WP_004529082.1, WP_004557108.1	WP_000057871.1, WP_000482901.1	LFTS_00574	WP_052157782.1	WP_014450396.1, WP_148272646.1	NP_251668.1	WP_012479686.1	WP_172966576.1	WP_012479686.1
OG0000394	IEKBFFFE_03231	OIDPMNJM_02749	LNLMDAFO_02747	KPCADNOF_02721	AOV17422.1	APZ41912.1	OBS08847.1	AOU97416.1			WP_004521363.1, WP_004527055.1, WP_004530774.1, WP_009956181.1	WP_000105430.1, WP_000799401.1, WP_001251304.1				NP_248896.1, NP_248994.1, NP_249016.1, NP_252298.1	WP_005408822.1	WP_011071491.1	WP_005408822.1
OG0000395	IEKBFFFE_03284	OIDPMNJM_04597	LNLMDAFO_02330	KPCADNOF_01928, KPCADNOF_02622	AOV17945.1	APZ43931.1	OBS09107.1	AOU99777.1	WP_012537556.1	WP_040429613.1	WP_004195206.1, WP_004533581.1	WP_001287420.1, WP_001295557.1	LFTS_01875	WP_036082933.1	WP_014448959.1	NP_253147.1	WP_012479347.1	WP_011073694.1	WP_012479347.1
OG0000396	IEKBFFFE_03381	OIDPMNJM_01381	LNLMDAFO_00108	KPCADNOF_03847	AOV16175.1	APZ42114.1	OBS09622.1	AOU97048.1	WP_012535972.1	WP_226826219.1	WP_004523309.1, WP_004534196.1, WP_004553967.1, WP_009939431.1	WP_000699219.1	LFTS_01311, LFTS_01314	WP_036082765.1, WP_081938152.1	WP_014449597.1, WP_158310253.1	NP_253699.1			
OG0000397	IEKBFFFE_03441	OIDPMNJM_01827	LNLMDAFO_01305	KPCADNOF_01156, KPCADNOF_02994	AOV16954.1	APZ43655.1	OBS10749.1	AOU98106.1	WP_012606555.1	WP_010641546.1	WP_004189552.1, WP_004557991.1	WP_000444484.1	LFTS_00964	WP_036082354.1	WP_014448976.1, WP_014449910.1	NP_251313.1	WP_012479261.1	WP_011071715.1	WP_012479261.1
OG0000398	IEKBFFFE_03476	OIDPMNJM_01067	LNLMDAFO_02067		AOV17988.1	APZ43416.1			WP_012536149.1	WP_010639534.1	WP_004194433.1, WP_004522116.1, WP_004531787.1, WP_004551126.1	WP_000749261.1	LFTS_01747	WP_036083694.1		NP_249114.1	WP_005407837.1, WP_005410671.1, WP_005414145.1	WP_011073238.1	WP_005407837.1, WP_005410671.1, WP_005414145.1
OG0000399	IEKBFFFE_03595	OIDPMNJM_03795, OIDPMNJM_05264	LNLMDAFO_02120	KPCADNOF_03065	AOV17461.1	APZ42909.1, APZ43469.1	OBS10002.1	AOU98661.1	WP_009566950.1	WP_010641581.1	WP_004185665.1	WP_001100981.1	LFTS_00490	WP_036081413.1	WP_014449010.1, WP_014449516.1	NP_253851.1	WP_012479085.1	WP_011073048.1	WP_012479085.1
OG0000400	IEKBFFFE_03682	OIDPMNJM_00151	LNLMDAFO_01784	KPCADNOF_03445	AOV15767.1		OBS09477.1	AOU99334.1	WP_009562941.1, WP_225487647.1	WP_010641537.1	WP_004526401.1	WP_000804385.1	LFTS_01231, LFTS_01239	WP_099590534.1, WP_180271620.1		NP_251460.1, NP_252268.1	WP_005408444.1, WP_012479372.1		WP_005408444.1, WP_012479372.1
OG0000401		OIDPMNJM_00003, OIDPMNJM_02265		KPCADNOF_02052, KPCADNOF_02633, KPCADNOF_03753	AOV18349.1						WP_004526483.1, WP_004528391.1, WP_004528669.1, WP_004554077.1	WP_001295243.1				NP_249291.1, NP_250669.1	WP_005408536.1, WP_012478893.1, WP_012480129.1, WP_012481397.1	WP_011070717.1	WP_005408536.1, WP_012478893.1, WP_012480129.1, WP_012481397.1
OG0000402		OIDPMNJM_01690			AOV17044.1	APZ42789.1	OBS08412.1, OBS10870.1	AOU96961.1, AOU98018.1	WP_012535789.1, WP_012536437.1	WP_010637795.1, WP_010643061.1	WP_004528218.1, WP_004528583.1, WP_004529450.1, WP_004544505.1, WP_004550958.1, WP_004552896.1	WP_000186369.1				NP_249500.1, NP_253024.1	WP_012480522.1		WP_012480522.1
OG0000403				KPCADNOF_00781, KPCADNOF_00882, KPCADNOF_03118	AOV18209.1		OBS08290.1	AOU96715.1	WP_012536041.1	WP_010641288.1	WP_004189736.1, WP_004546205.1	WP_000118826.1, WP_001213834.1	LFTS_01580	WP_036083313.1	WP_014449165.1	NP_249192.1	WP_005411516.1, WP_012479249.1	WP_011072678.1, WP_011074265.1	WP_005411516.1, WP_012479249.1
OG0000404				KPCADNOF_01756, KPCADNOF_02961, KPCADNOF_03046, KPCADNOF_03315							WP_004194543.1, WP_004197718.1, WP_004198526.1, WP_004523470.1, WP_004531246.1	WP_000106030.1, WP_000645221.1, WP_000646007.1, WP_000700787.1, WP_000798110.1, WP_000836066.1, WP_000844219.1, WP_001197411.1				NP_252786.1, NP_252842.1	WP_010483949.1	WP_011074264.1	WP_010483949.1
OG0000405										WP_010636759.1, WP_010636981.1, WP_010637808.1, WP_010638163.1, WP_010638378.1, WP_010638450.1, WP_010638623.1, WP_010638721.1, WP_010638990.1, WP_010639013.1, WP_010639134.1, WP_010639135.1, WP_010639510.1, WP_010639551.1, WP_010639595.1, WP_010639869.1, WP_010642033.1, WP_010642952.1, WP_010642992.1, WP_010643084.1, WP_080570760.1, WP_193759758.1									
OG0000406	IEKBFFFE_00046	OIDPMNJM_02875	LNLMDAFO_00712	KPCADNOF_01858	AOV16488.1	APZ42426.1	OBS08724.1	AOU97310.1	WP_012536823.1	WP_010636775.1	WP_004527764.1, WP_004550537.1	WP_000076332.1, WP_000484984.1	LFTS_00128	WP_036079856.1	WP_232502540.1	NP_253624.1	WP_005408773.1	WP_011073678.1	WP_005408773.1
